Event Number,Event Type Group,Event Description,Approximate Location,Neighbourhood Id,Neighbourhood Name,Dispatch Date,Dispatch Time,Dispatch Year,Dispatch Month Name,Dispatch Month Number,Dispatch Day Number,Day Of Week,Event Close Date,Event Close Time,Equipment Assigned,Latitude,Longitude,Location,Count
E19052906,MD,MEDICAL,SUDER GREENS DR NW / POTTER GREENS DR NW,4710,POTTER GREENS,August 31 2019,08:48:36,2019,AUGUST,08,31,Saturday,August 31 2019,09:24:28,PUMPER(1),53.5213949871407,-113.67786206542858,"(53.5213949871407, -113.67786206542858)",1
E19052894,MD,MEDICAL,82 ST NW / 99 AV NW,6230,FOREST HEIGHTS,August 31 2019,06:38:52,2019,AUGUST,08,31,Saturday,August 31 2019,08:54:04,PUMPER(1),53.53905944790424,-113.45344433699458,"(53.53905944790424, -113.45344433699458)",1
E19052927,MD,MEDICAL,118 ST NW,5040,BELGRAVIA,August 31 2019,11:26:24,2019,AUGUST,08,31,Saturday,August 31 2019,13:11:22,PUMPER(1),53.509436706868485,-113.53463883868395,"(53.509436706868485, -113.53463883868395)",1
E19053020,MD,MEDICAL,65 AV NW / 109 ST NW,5310,PARKALLEN,August 31 2019,19:12:19,2019,AUGUST,08,31,Saturday,August 31 2019,19:41:39,PUMPER(1),53.50198210985519,-113.51326479590956,"(53.50198210985519, -113.51326479590956)",1
E19053912,AL,ALARMS,132A AV NW / 31 ST NW,2070,BELMONT,September 04 2019,21:41:21,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,21:56:33,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.59328696174929,-113.38876494812904,"(53.59328696174929, -113.38876494812904)",1
E19053000,AL,ALARMS,KNOTTWOOD RD S NW / 78 ST NW,6450,MENISA,August 31 2019,17:36:33,2019,AUGUST,08,31,Saturday,August 31 2019,17:47:48,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.44285756852827,-113.45297613313535,"(53.44285756852827, -113.45297613313535)",1
E19053067,MD,MEDICAL,98 ST NW / 105 AV NW,1090,DOWNTOWN,August 31 2019,23:03:41,2019,AUGUST,08,31,Saturday,September 01 2019,01:28:11,PUMPER(1),53.548569633797655,-113.48940823099088,"(53.548569633797655, -113.48940823099088)",1
E19052993,MD,MEDICAL,113 AV NW / 82 ST NW,1160,PARKDALE,August 31 2019,16:45:22,2019,AUGUST,08,31,Saturday,August 31 2019,16:53:33,PUMPER(1),53.56274893488088,-113.46731711922462,"(53.56274893488088, -113.46731711922462)",1
E19052937,MD,MEDICAL,101 AV NW / 67 ST NW,6730,TERRACE HEIGHTS,August 31 2019,12:19:05,2019,AUGUST,08,31,Saturday,August 31 2019,13:57:29,PUMPER(1),53.54138878134651,-113.43535573577276,"(53.54138878134651, -113.43535573577276)",1
E19053024,FR,FIRE,124 ST NW / 109 AV NW,3440,WESTMOUNT,August 31 2019,19:45:02,2019,AUGUST,08,31,Saturday,August 31 2019,20:15:05,"DCCAR(1), LADDER(3), PUMPER(3), RESCUE(1)",53.55466689454795,-113.5359913350959,"(53.55466689454795, -113.5359913350959)",1
E19055109,MD,MEDICAL,139 AV NW / 37 ST NW,2145,CLAREVIEW TOWN CENTRE,,,,,,,,September 10 2019,14:02:08,NO UNITS DISPTCHED,53.60107612607638,-113.40195416037493,"(53.60107612607638, -113.40195416037493)",1
E19053059,FR,FIRE,156 ST NW / 84 AV NW,4280,LYNNWOOD,August 31 2019,22:32:18,2019,AUGUST,08,31,Saturday,August 31 2019,22:45:55,"DCCAR(1), LADDER(2), PUMPER(3), RESCUE(1), TANKER(1)",53.51796620846994,-113.59034490513889,"(53.51796620846994, -113.59034490513889)",1
E19055103,MD,MEDICAL,YOUVILLE DR W NW / 58 ST NW,6720,TAWA,September 10 2019,13:40:46,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,15:57:35,NO UNITS DISPTCHED,53.46297139590206,-113.43254492571617,"(53.46297139590206, -113.43254492571617)",1
E19052903,TM,TRAINING/MAINTENANCE,MEADOWLARK RD NB NW / 87 AV WB NW,4310,MEADOWLARK PARK,August 31 2019,08:16:12,2019,AUGUST,08,31,Saturday,August 31 2019,15:08:13,"PUMPER(13), RESCUE(1)",53.51953696817165,-113.59657723190539,"(53.51953696817165, -113.59657723190539)",1
E19055016,AL,ALARMS,77A ST NW / 174B AV NW,2463,CRYSTALLINA NERA WEST,September 10 2019,06:10:07,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,06:35:39,"DCCAR(1), PUMPER(1), RESCUE(1)",53.637142504979195,-113.4601448829937,"(53.637142504979195, -113.4601448829937)",1
E19055121,MD,MEDICAL,96 ST NW / 118 AV NW,1010,ALBERTA AVENUE,September 10 2019,15:33:23,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,18:15:23,PUMPER(1),53.57100644489283,-113.49042142020328,"(53.57100644489283, -113.49042142020328)",1
E19052958,MD,MEDICAL,122B AV NW / 129A ST NW,3410,SHERBROOKE,August 31 2019,14:17:34,2019,AUGUST,08,31,Saturday,August 31 2019,15:23:58,PUMPER(1),53.57706674523595,-113.54826970082476,"(53.57706674523595, -113.54826970082476)",1
E19052916,MD,MEDICAL,JASPER AV NW / 109 ST NW,1090,DOWNTOWN,August 31 2019,10:01:41,2019,AUGUST,08,31,Saturday,August 31 2019,10:05:29,PUMPER(1),53.54093920639182,-113.5084386359912,"(53.54093920639182, -113.5084386359912)",1
E19052917,AL,ALARMS,121 ST NW / 128 AV NW,3070,CALDER,August 31 2019,10:17:16,2019,AUGUST,08,31,Saturday,August 31 2019,10:23:39,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.58744903838698,-113.53040620883618,"(53.58744903838698, -113.53040620883618)",1
E19053820,MD,MEDICAL,68 ST NW / 131A AV NW,2020,BALWIN,September 04 2019,13:35:48,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,14:13:12,PUMPER(1),53.59130151655584,-113.44608504781299,"(53.59130151655584, -113.44608504781299)",1
E19053021,MD,MEDICAL,100 ST NW / 106 AV NW,1140,MCCAULEY,August 31 2019,19:17:15,2019,AUGUST,08,31,Saturday,August 31 2019,21:10:21,PUMPER(1),53.55044151929539,-113.49199934399441,"(53.55044151929539, -113.49199934399441)",1
E19053853,MD,MEDICAL,96 ST NW / 106A AV NW,1140,MCCAULEY,September 04 2019,16:21:34,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,18:31:13,PUMPER(2),53.5516337943085,-113.48585503840042,"(53.5516337943085, -113.48585503840042)",1
E19053031,MD,MEDICAL,95 ST NW / 157 AV NW,2241,EAUX CLAIRES,August 31 2019,20:13:12,2019,AUGUST,08,31,Saturday,August 31 2019,20:37:14,PUMPER(1),53.61905887678261,-113.4869586934194,"(53.61905887678261, -113.4869586934194)",1
E19055130,AL,ALARMS,CAERNARVON CT NW,3060,CAERNARVON,September 10 2019,16:21:31,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,17:11:27,"DCCAR(1), HZUNIT(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.613663264037584,-113.53050280553566,"(53.613663264037584, -113.53050280553566)",1
E19055018,MD,MEDICAL,95 ST NW / 162 AV NW,2241,EAUX CLAIRES,September 10 2019,06:13:40,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,08:36:52,PUMPER(1),53.62436419055336,-113.48729821857755,"(53.62436419055336, -113.48729821857755)",1
E19053793,MD,MEDICAL,38 ST NW / 17A AV NW,6150,DALY GROVE,September 04 2019,11:32:07,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,13:28:45,PUMPER(1),53.44668863290076,-113.39994731039017,"(53.44668863290076, -113.39994731039017)",1
E19052925,TA,MOTOR VEHICLE INCIDENT,88 ST NW / 113 AV NW,1160,PARKDALE,,,,,,,,August 31 2019,10:53:57,NO UNITS DISPTCHED,53.564267292241716,-113.47667569100038,"(53.564267292241716, -113.47667569100038)",1
E19053917,TA,MOTOR VEHICLE INCIDENT,111 AV EB NW / GROAT RD NB NW,3310,NORTH GLENORA,September 04 2019,21:58:51,2019,SEPTEMBER,09,04,Wednesday,September 05 2019,01:46:47,"DCCAR(1), PUMPER(1), RESCUE(1)",53.558904136113014,-113.55140317223203,"(53.558904136113014, -113.55140317223203)",1
E19055012,MD,MEDICAL,83 AV NW / 109 ST NW,5200,GARNEAU,September 10 2019,04:36:22,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,05:53:57,PUMPER(1),53.51909903088947,-113.51404681939086,"(53.51909903088947, -113.51404681939086)",1
E19052987,MD,MEDICAL,169 AV NW / 99 ST NW,3030,BATURYN,August 31 2019,16:35:42,2019,AUGUST,08,31,Saturday,August 31 2019,18:50:44,PUMPER(1),53.6302404500868,-113.49588615004554,"(53.6302404500868, -113.49588615004554)",1
E19053788,MD,MEDICAL,149 ST NW / 87 AV NW,4230,JASPER PARK,September 04 2019,11:18:57,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,13:08:04,PUMPER(1),53.52042280622875,-113.57804118823118,"(53.52042280622875, -113.57804118823118)",1
E19052972,MD,MEDICAL,144 AV NW / RIGHTCUT 82 ST SB NW,2260,EVANSDALE,August 31 2019,15:00:19,2019,AUGUST,08,31,Saturday,August 31 2019,17:12:12,PUMPER(1),53.60697652380317,-113.4680353178196,"(53.60697652380317, -113.4680353178196)",1
E19053811,AL,ALARMS,65 AV NW / 99 ST NW,6110,CPR IRVINE,September 04 2019,13:02:27,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,13:08:33,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.50184304141282,-113.48894559255109,"(53.50184304141282, -113.48894559255109)",1
E19056104,MD,MEDICAL,104 ST NW / 82 AV NW,5480,STRATHCONA,September 14 2019,23:14:23,2019,SEPTEMBER,09,14,Saturday,September 15 2019,01:20:09,PUMPER(1),53.5183632693597,-113.4975968171406,"(53.5183632693597, -113.4975968171406)",1
E19053040,MD,MEDICAL,86 AV NW / 110 ST NW,5200,GARNEAU,August 31 2019,21:03:34,2019,AUGUST,08,31,Saturday,August 31 2019,22:25:01,PUMPER(1),53.52194550030399,-113.51563661415848,"(53.52194550030399, -113.51563661415848)",1
E19056106,MD,MEDICAL,106 AV NW / 102 ST NW,1030,CENTRAL MCDOUGALL,September 14 2019,23:25:48,2019,SEPTEMBER,09,14,Saturday,September 15 2019,01:37:59,PUMPER(1),53.54981710318105,-113.4955672227848,"(53.54981710318105, -113.4955672227848)",1
E19053029,MD,MEDICAL,132 AV NW / 127 ST NW,3070,CALDER,August 31 2019,20:00:47,2019,AUGUST,08,31,Saturday,August 31 2019,21:48:26,PUMPER(1),53.5921881242847,-113.54116688295251,"(53.5921881242847, -113.54116688295251)",1
E19053003,MD,MEDICAL,105 AV NW / 95 ST NW,1020,BOYLE STREET,August 31 2019,17:45:13,2019,AUGUST,08,31,Saturday,August 31 2019,21:01:53,PUMPER(1),53.549554261739985,-113.48138999343095,"(53.549554261739985, -113.48138999343095)",1
E19052945,RC,RESCUE,101 AV NW / 63 ST NW,6730,TERRACE HEIGHTS,August 31 2019,12:53:18,2019,AUGUST,08,31,Saturday,August 31 2019,13:19:15,"DCCAR(1), PUMPER(1), RESCUE(1)",53.54121568141876,-113.4322813941441,"(53.54121568141876, -113.4322813941441)",1
E19053005,MD,MEDICAL,131 AV NW / 47 ST NW,2710,SIFTON PARK,August 31 2019,17:56:18,2019,AUGUST,08,31,Saturday,August 31 2019,18:13:37,PUMPER(1),53.59190536076188,-113.41522523868261,"(53.59190536076188, -113.41522523868261)",1
E19056025,MD,MEDICAL,JAMES MOWATT TR SW / BOWEN WYND SW,5457,CALLAGHAN,September 14 2019,15:00:58,2019,SEPTEMBER,09,14,Saturday,September 15 2019,06:41:59,PUMPER(1),53.41914501484616,-113.51653187033997,"(53.41914501484616, -113.51653187033997)",1
E19055062,TM,TRAINING/MAINTENANCE,SIR WINSTON CHURCHILL SQ NW,1090,DOWNTOWN,September 10 2019,09:19:25,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,15:27:16,"JETBOT(1), PUMPER(1), RESCUE(1)",53.546178410722064,-113.49033760822878,"(53.546178410722064, -113.49033760822878)",1
E19053041,MD,MEDICAL,88 ST NW / 124 AV NW,1080,DELTON,August 31 2019,21:05:56,2019,AUGUST,08,31,Saturday,August 31 2019,23:16:52,PUMPER(1),53.58043044757786,-113.47619201098439,"(53.58043044757786, -113.47619201098439)",1
E19053821,MD,MEDICAL,KINGSWAY NW / 105 ST SB NW,1030,CENTRAL MCDOUGALL,September 04 2019,13:37:20,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,17:06:25,PUMPER(1),53.558047173738714,-113.50217580880316,"(53.558047173738714, -113.50217580880316)",1
E19061787,MD,MEDICAL,82 AV NW / 102 ST NW,5480,STRATHCONA,October 10 2019,20:40:44,2019,OCTOBER,10,10,Thursday,October 10 2019,21:34:02,PUMPER(2),53.51812363038078,-113.49478249379796,"(53.51812363038078, -113.49478249379796)",1
E19053012,MD,MEDICAL,48 AV NW / 117A ST NW,5280,MALMO PLAINS,August 31 2019,18:41:19,2019,AUGUST,08,31,Saturday,August 31 2019,21:06:34,PUMPER(1),53.48572900306686,-113.5360614100815,"(53.48572900306686, -113.5360614100815)",1
E19053057,MD,MEDICAL,WOODWARD CRES NW / WANYANDI WAY NW,4360,OLESKIW,August 31 2019,22:24:44,2019,AUGUST,08,31,Saturday,August 31 2019,22:28:54,PUMPER(1),53.49456854022713,-113.59802943177453,"(53.49456854022713, -113.59802943177453)",1
E19061664,TA,MOTOR VEHICLE INCIDENT,97 ST NW,2580,NORTHMOUNT,October 10 2019,09:51:17,2019,OCTOBER,10,10,Thursday,October 10 2019,09:51:57,NO UNITS DISPTCHED,53.599885819788284,-113.4919586321269,"(53.599885819788284, -113.4919586321269)",1
E19052969,MD,MEDICAL,105 ST NW / 87 AV NW,5480,STRATHCONA,August 31 2019,14:43:45,2019,AUGUST,08,31,Saturday,August 31 2019,14:51:29,PUMPER(1),53.52255348831592,-113.50044381591185,"(53.52255348831592, -113.50044381591185)",1
E19053023,MD,MEDICAL,GATEWAY BLVD NW / 31 AV NW,5120,CALGARY TRAIL SOUTH,August 31 2019,19:42:09,2019,AUGUST,08,31,Saturday,August 31 2019,21:40:40,"DCCAR(1), PUMPER(1)",53.463953497552495,-113.49204208692943,"(53.463953497552495, -113.49204208692943)",1
E19053904,CA,CITIZEN ASSIST,44 ST NW / JORDAN CRES NW,6330,JACKSON HEIGHTS,September 04 2019,21:11:09,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,21:29:58,"DCCAR(1), PUMPER(1)",53.47948806874093,-113.409477705422,"(53.47948806874093, -113.409477705422)",1
E19053065,MD,MEDICAL,101 ST NW / 164 AV NW,3280,LORELEI,August 31 2019,22:53:10,2019,AUGUST,08,31,Saturday,August 31 2019,23:34:00,PUMPER(2),53.62788101305603,-113.4998097328071,"(53.62788101305603, -113.4998097328071)",1
E19052973,FR,FIRE,127 ST NW / 135 AV NW,3430,WELLINGTON,August 31 2019,15:05:21,2019,AUGUST,08,31,Saturday,August 31 2019,15:13:30,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.59720720222817,-113.54117444973475,"(53.59720720222817, -113.54117444973475)",1
E19053017,MD,MEDICAL,No location,1230,SPRUCE AVENUE,August 31 2019,19:07:03,2019,AUGUST,08,31,Saturday,August 31 2019,19:25:07,PUMPER(1),53.570349876411974,-113.49740029939916,"(53.570349876411974, -113.49740029939916)",1
E19053797,TA,MOTOR VEHICLE INCIDENT,182 ST NW / 84 AV NW,4020,ALDERGROVE,September 04 2019,11:49:19,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,12:01:36,PUMPER(1),53.5174314336006,-113.63722873488929,"(53.5174314336006, -113.63722873488929)",1
E19053910,MD,MEDICAL,163 AV NW / 87 ST NW,2050,BELLE RIVE,September 04 2019,21:25:01,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,23:21:11,PUMPER(1),53.62381775108979,-113.47495287782242,"(53.62381775108979, -113.47495287782242)",1
E19053701,MD,MEDICAL,101 AV NW / 57 ST SB NW,6240,FULTON PLACE,September 04 2019,01:45:35,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,03:24:40,PUMPER(1),53.54118875870317,-113.4241038569599,"(53.54118875870317, -113.4241038569599)",1
E19052963,MD,MEDICAL,137 AV NW / 127 ST NW,3250,KENSINGTON,August 31 2019,14:30:55,2019,AUGUST,08,31,Saturday,August 31 2019,17:29:09,"PUMPER(1), RESCUE(1)",53.59921206023259,-113.53952020400526,"(53.59921206023259, -113.53952020400526)",1
E19052915,AL,ALARMS,142 ST NW / 80 AV NW,3270,LAURIER HEIGHTS,August 31 2019,09:59:56,2019,AUGUST,08,31,Saturday,August 31 2019,10:17:50,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.5168206567229,-113.56569005246476,"(53.5168206567229, -113.56569005246476)",1
E19053773,AL,ALARMS,112 AV NW / 151 ST NW,4210,HIGH PARK INDUSTRIAL,September 04 2019,10:28:00,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,10:39:50,"DCCAR(1), LADDER(2), PUMPER(2), RESCUE(1)",53.560774232204515,-113.5834227873112,"(53.560774232204515, -113.5834227873112)",1
E19053854,AL,ALARMS,146 ST NW / STONY PLAIN RD NW,3210,GROVENOR,September 04 2019,16:41:36,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,16:49:29,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.54331427948536,-113.57257477530459,"(53.54331427948536, -113.57257477530459)",1
E19052905,OF,OUTSIDE FIRE,101 AV NW / 84 ST NW,6230,FOREST HEIGHTS,August 31 2019,08:44:37,2019,AUGUST,08,31,Saturday,August 31 2019,09:10:17,PUMPER(1),53.541229412322224,-113.45684121099904,"(53.541229412322224, -113.45684121099904)",1
E19052940,MD,MEDICAL,109 AV NW / 110 ST NW,1180,QUEEN MARY PARK,August 31 2019,12:33:08,2019,AUGUST,08,31,Saturday,August 31 2019,14:50:31,PUMPER(1),53.554584602397135,-113.51083420973933,"(53.554584602397135, -113.51083420973933)",1
E19055131,MD,MEDICAL,97 ST NW / 106A AV NW,1140,MCCAULEY,September 10 2019,16:36:18,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,16:46:42,PUMPER(1),53.55164926589062,-113.48932526388819,"(53.55164926589062, -113.48932526388819)",1
E19071162,MD,MEDICAL,36 ST NW / DEAD END,6150,DALY GROVE,November 25 2019,01:44:32,2019,NOVEMBER,11,25,Monday,November 25 2019,04:20:34,PUMPER(1),53.44943603138161,-113.39686982706407,"(53.44943603138161, -113.39686982706407)",1
E19053725,PM,PERMIT-BURNING OR OTHER,30 ST NW,6690,SOUTHEAST INDUSTRIAL,,,,,,,,September 04 2019,15:55:08,NO UNITS DISPTCHED,53.49775083499742,-113.3876849710061,"(53.49775083499742, -113.3876849710061)",1
E19055946,TA,MOTOR VEHICLE INCIDENT,172 ST NW / 69 AV NW,4070,CALLINGWOOD NORTH,September 14 2019,05:33:51,2019,SEPTEMBER,09,14,Saturday,September 14 2019,05:50:02,PUMPER(1),53.504647605929634,-113.61953231396295,"(53.504647605929634, -113.61953231396295)",1
E19052896,MD,MEDICAL,48 AV NW / 117A ST NW,5280,MALMO PLAINS,August 31 2019,06:40:09,2019,AUGUST,08,31,Saturday,August 31 2019,07:27:25,PUMPER(1),53.48572900306686,-113.5360614100815,"(53.48572900306686, -113.5360614100815)",1
E19000437,AL,ALARMS,105 ST NW / JASPER AV NW,1090,DOWNTOWN,September 10 2019,10:46:00,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,11:08:00,NO UNITS DISPTCHED,53.542262890773614,-113.5010450471448,"(53.542262890773614, -113.5010450471448)",1
E19053814,MD,MEDICAL,118 AV NW / RIGHTCUT ABBOTTSFIELD RD SB NW,2010,ABBOTTSFIELD,September 04 2019,13:10:39,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,13:25:52,PUMPER(1),53.57119780638372,-113.39361993151078,"(53.57119780638372, -113.39361993151078)",1
E19055119,TA,MOTOR VEHICLE INCIDENT,111 AV NW / 129 ST NW,3240,INGLEWOOD,September 10 2019,15:20:13,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,15:35:33,PUMPER(1),53.558905432171436,-113.5445326364229,"(53.558905432171436, -113.5445326364229)",1
E19052956,AL,ALARMS,38 ST NW / 122 AV NW,2090,BERGMAN,August 31 2019,14:11:15,2019,AUGUST,08,31,Saturday,August 31 2019,14:35:17,"DCCAR(1), LADDER(1), PUMPER(3), RESCUE(1)",53.57783874621488,-113.39990698177124,"(53.57783874621488, -113.39990698177124)",1
E19053060,MD,MEDICAL,105A AV NW / 100 ST NW,1140,MCCAULEY,August 31 2019,22:32:23,2019,AUGUST,08,31,Saturday,September 01 2019,00:13:53,PUMPER(1),53.54872319746817,-113.49289745894889,"(53.54872319746817, -113.49289745894889)",1
E19052878,AL,ALARMS,JASPER AV NW / 87 ST NW,1020,BOYLE STREET,August 31 2019,04:48:19,2019,AUGUST,08,31,Saturday,August 31 2019,05:18:07,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)",53.55293397988193,-113.47276186648476,"(53.55293397988193, -113.47276186648476)",1
E19052881,MD,MEDICAL,73 ST NW / 135A AV NW,2230,DELWOOD,August 31 2019,04:52:53,2019,AUGUST,08,31,Saturday,August 31 2019,06:09:45,PUMPER(1),53.598337728504035,-113.45390189279998,"(53.598337728504035, -113.45390189279998)",1
E19053004,AL,ALARMS,144 AV NW / VALOUR WAY NW,3111,GRIESBACH,August 31 2019,17:51:14,2019,AUGUST,08,31,Saturday,August 31 2019,17:57:05,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.606480908825006,-113.49309739273181,"(53.606480908825006, -113.49309739273181)",1
E19053889,MD,MEDICAL,STONY PLAIN RD NW / 154 ST NW,4580,WEST JASPER PLACE,September 04 2019,19:28:33,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,21:22:58,PUMPER(1),53.54128923582981,-113.58682381226285,"(53.54128923582981, -113.58682381226285)",1
E19052979,TA,MOTOR VEHICLE INCIDENT,137 AV NW / 137 AV EB NW,3020,BARANOW,August 31 2019,15:51:00,2019,AUGUST,08,31,Saturday,August 31 2019,16:13:02,PUMPER(1),53.59958667417858,-113.5361985967028,"(53.59958667417858, -113.5361985967028)",1
E19053008,MD,MEDICAL,94 ST NW / 140 AV NW,2580,NORTHMOUNT,August 31 2019,18:32:51,2019,AUGUST,08,31,Saturday,August 31 2019,18:51:27,PUMPER(1),53.60630095945916,-113.4851067584818,"(53.60630095945916, -113.4851067584818)",1
E19055194,TA,MOTOR VEHICLE INCIDENT,CALGARY TR NW / 42 AV NW,5360,RIDEAU PARK,September 10 2019,22:25:18,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,22:58:26,"DCCAR(1), PUMPER(1), RESCUE(1)",53.47802068633628,-113.49561601780614,"(53.47802068633628, -113.49561601780614)",1
E19052983,MD,MEDICAL,SANDIN WAY NW / SANDIN COVE NW,5642,SOUTH TERWILLEGAR,August 31 2019,16:07:30,2019,AUGUST,08,31,Saturday,August 31 2019,17:46:24,PUMPER(1),53.441780400406564,-113.5704433152166,"(53.441780400406564, -113.5704433152166)",1
E19053069,MD,MEDICAL,BURTON LOOP NW / BURTON CRES NW,5100,BULYEA HEIGHTS,August 31 2019,23:13:14,2019,AUGUST,08,31,Saturday,September 01 2019,00:25:45,PUMPER(1),53.47848884496045,-113.56751911516186,"(53.47848884496045, -113.56751911516186)",1
E19052872,AL,ALARMS,PRICE LNDG SW / PRICE LANE SW,5469,PAISLEY,August 31 2019,04:19:33,2019,AUGUST,08,31,Saturday,August 31 2019,04:58:38,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.41721397249436,-113.55439670646128,"(53.41721397249436, -113.55439670646128)",1
E19053732,MD,MEDICAL,22 AV NW / 114 ST NW,5460,SKYRATTLER,September 04 2019,08:01:08,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,13:06:09,"PUMPER(1), RESCUE(1)",53.4526147056359,-113.52519645155267,"(53.4526147056359, -113.52519645155267)",1
E19053071,RC,RESCUE,177 ST NW / 64 AV NW,4080,CALLINGWOOD SOUTH,August 31 2019,23:25:15,2019,AUGUST,08,31,Saturday,August 31 2019,23:53:34,"DCCAR(1), PUMPER(1), RESCUE(1)",53.500716401047654,-113.62726284296117,"(53.500716401047654, -113.62726284296117)",1
E19053711,MD,MEDICAL,95 ST NW / 103A AV NW,1020,BOYLE STREET,September 04 2019,04:42:23,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,05:52:56,PUMPER(1),53.54830194029966,-113.48048864770472,"(53.54830194029966, -113.48048864770472)",1
E19052968,MD,MEDICAL,111 AV NW / 111 AV EB NW,4200,HIGH PARK,August 31 2019,14:43:36,2019,AUGUST,08,31,Saturday,August 31 2019,16:35:51,PUMPER(1),53.558883020846054,-113.58117840450025,"(53.558883020846054, -113.58117840450025)",1
E19053809,TA,MOTOR VEHICLE INCIDENT,178 ST NB NW / 98 AV NW,4540,TERRA LOSA,September 04 2019,12:42:35,2019,SEPTEMBER,09,04,Wednesday,September 04 2019,12:54:33,PUMPER(1),53.533219874670266,-113.62922140397852,"(53.533219874670266, -113.62922140397852)",1
E19052892,MD,MEDICAL,149 ST NW / 95 AV NW,3140,CRESTWOOD,August 31 2019,06:04:16,2019,AUGUST,08,31,Saturday,August 31 2019,08:07:51,PUMPER(1),53.531841949871364,-113.57800004428557,"(53.531841949871364, -113.57800004428557)",1
E19052988,FR,FIRE,ATKINSON LOOP SW / ALLARD BLVD SW,5458,ALLARD,August 31 2019,16:35:55,2019,AUGUST,08,31,Saturday,August 31 2019,16:51:16,"DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1), TANKER(1)",53.40268941292615,-113.52520841252739,"(53.40268941292615, -113.52520841252739)",1
E19055022,MD,MEDICAL,79 AV NW / 108 ST NW,5330,QUEEN ALEXANDRA,September 10 2019,07:16:43,2019,SEPTEMBER,09,10,Tuesday,September 10 2019,08:53:28,PUMPER(1),53.515201245826056,-113.50938206183207,"(53.515201245826056, -113.50938206183207)",1
E19053920,MD,MEDICAL,40 ST NW / 167A AV NW,2611,CY BECKER,September 04 2019,22:21:08,2019,SEPTEMBER,09,04,Wednesday,September 05 2019,00:02:32,PUMPER(1),53.62789575698831,-113.40170847683864,"(53.62789575698831, -113.40170847683864)",1
E19053076,MD,MEDICAL,114 AV NW / 38 ST NW,2100,BEVERLY HEIGHTS,August 31 2019,23:57:49,2019,AUGUST,08,31,Saturday,September 01 2019,02:07:36,PUMPER(1),53.56680182966869,-113.40020117355459,"(53.56680182966869, -113.40020117355459)",1
E19053047,TA,MOTOR VEHICLE INCIDENT,No location,6580,POLLARD MEADOWS,August 31 2019,21:52:34,2019,AUGUST,08,31,Saturday,August 31 2019,22:08:32,"DCCAR(1), PUMPER(1), RESCUE(1)",53.45468996143044,-113.4199001604146,"(53.45468996143044, -113.4199001604146)",1
E19061625,TM,TRAINING/MAINTENANCE,167 AV NW / RIGHTCUT 167 AV EB NW,2050,BELLE RIVE,October 10 2019,07:37:07,2019,OCTOBER,10,10,Thursday,October 10 2019,09:19:51,PUMPER(1),53.6286615659154,-113.46938712068051,"(53.6286615659154, -113.46938712068051)",1
E19053011,MD,MEDICAL,109 ST NW / 82 AV NW,5200,GARNEAU,August 31 2019,18:40:18,2019,AUGUST,08,31,Saturday,August 31 2019,19:28:00,PUMPER(1),53.51810088045619,-113.51204391287209,"(53.51810088045619, -113.51204391287209)",1
